Month,ProductLine,ProductName,QuantitySold,InvoiceNo
2023-01,Dairy,Cheddar Cheese,101,INV92249
2023-02,Beverages,Cola,7,INV82167
2023-06,Frozen Foods,Ice Cream,32,INV82629
2023-03,Snacks,Potato Chips,33,INV44664
2023-01,Beverages,Orange Juice,33,INV37052
2023-10,Frozen Foods,Ice Cream,62,INV68395
2023-11,Bakery,White Bread,49,INV87587
2023-01,Bakery,Bagel,186,INV72816
2023-10,Beverages,Orange Juice,139,INV80343
2023-05,Household,Laundry Detergent,108,INV35100
2023-12,Bakery,White Bread,158,INV92331
2024-05,Snacks,Popcorn,67,INV47084
2023-01,Beverages,Mineral Water,186,INV34500
2023-04,Frozen Foods,Frozen Veggies,4,INV60726
2023-02,Produce,Spinach,81,INV35897
2023-10,Frozen Foods,Ice Cream,120,INV82030
2023-05,Personal Care,Body Lotion,165,INV35873
2024-03,Beverages,Orange Juice,48,INV10493
2023-02,Personal Care,Deodorant,100,INV25365
2023-04,Produce,Spinach,59,INV35442
2024-04,Personal Care,Toothpaste,121,INV87491
2024-06,Bakery,Banana Bread,197,INV89642
2023-09,Produce,Apples,140,INV78754
2023-09,Bakery,Croissant,17,INV91990
2024-03,Frozen Foods,Frozen Veggies,169,INV52040
2023-07,Personal Care,Body Lotion,186,INV67917
2023-03,Frozen Foods,Ice Cream,18,INV63688
2023-12,Bakery,Croissant,199,INV23959
2023-07,Household,Laundry Detergent,39,INV59151
2024-04,Personal Care,Toothpaste,7,INV96973
2024-04,Snacks,Popcorn,178,INV35178
2023-06,Bakery,Banana Bread,19,INV99132
2024-04,Personal Care,Shampoo,147,INV92823
2024-04,Bakery,Banana Bread,70,INV44046
2024-01,Frozen Foods,Frozen Veggies,139,INV42669
2023-02,Household,Toilet Paper,149,INV15193
2023-11,Snacks,Granola Bar,31,INV38645
2023-07,Bakery,White Bread,181,INV77164
2023-04,Bakery,Bagel,37,INV50865
2023-04,Beverages,Green Tea,51,INV89483
2023-05,Frozen Foods,Frozen Pizza,69,INV93987
2023-08,Bakery,Croissant,145,INV13579
2023-06,Bakery,Bagel,187,INV94661
2023-07,Bakery,Bagel,78,INV61244
2024-02,Household,Toilet Paper,128,INV59490
2023-02,Dairy,Yogurt,80,INV34246
2024-04,Personal Care,Deodorant,124,INV19585
2023-01,Dairy,Cheddar Cheese,34,INV13970
2023-02,Dairy,Butter,37,INV42493
2023-03,Snacks,Trail Mix,26,INV80181
2024-01,Dairy,Cheddar Cheese,158,INV44005
2024-01,Personal Care,Toothpaste,12,INV71957
2024-03,Household,Toilet Paper,180,INV66570
2023-01,Snacks,Potato Chips,136,INV36195
2024-06,Produce,Carrots,37,INV65373
2023-11,Beverages,Mineral Water,3,INV69826
2023-09,Beverages,Mineral Water,54,INV35370
2023-01,Dairy,Milk,152,INV98215
2023-06,Beverages,Mineral Water,126,INV81826
2023-06,Personal Care,Toothpaste,134,INV90349
2024-04,Household,Laundry Detergent,2,INV87759
2023-02,Beverages,Mineral Water,197,INV87519
2024-06,Dairy,Butter,148,INV15613
2024-02,Dairy,Butter,55,INV21810
2024-06,Bakery,Banana Bread,117,INV54613
2023-08,Frozen Foods,Frozen Veggies,182,INV59627
2024-03,Household,Toilet Paper,132,INV32919
2023-01,Dairy,Butter,51,INV16993
2023-10,Produce,Spinach,9,INV56188
2023-11,Produce,Carrots,175,INV17879
2024-01,Beverages,Orange Juice,65,INV11761
2024-05,Dairy,Butter,25,INV72968
2024-06,Bakery,Bagel,31,INV14035
2023-06,Bakery,White Bread,17,INV37042
2023-06,Snacks,Granola Bar,138,INV42549
2023-05,Personal Care,Toothpaste,103,INV17584
2023-12,Household,Trash Bags,179,INV91412
2023-09,Produce,Apples,152,INV73601
2024-05,Bakery,Croissant,147,INV31565
2023-02,Dairy,Cheddar Cheese,41,INV16738
2024-03,Dairy,Yogurt,78,INV75428
2023-06,Personal Care,Deodorant,140,INV42722
2024-02,Dairy,Butter,67,INV46317
2023-03,Frozen Foods,Ice Cream,180,INV54974
2024-02,Snacks,Potato Chips,163,INV10988
2024-02,Personal Care,Toothpaste,122,INV10490
2024-03,Snacks,Granola Bar,137,INV35324
2023-10,Produce,Apples,200,INV17721
2023-05,Beverages,Mineral Water,116,INV97850
2024-04,Dairy,Milk,198,INV51593
2024-02,Bakery,White Bread,48,INV60483
2024-06,Personal Care,Shampoo,78,INV87878
2023-03,Dairy,Cheddar Cheese,124,INV66387
2023-03,Household,Dish Soap,10,INV78561
2023-04,Dairy,Butter,47,INV29635
2023-02,Frozen Foods,Ice Cream,70,INV96348
2023-12,Produce,Carrots,128,INV84788
2024-01,Bakery,Bagel,80,INV49411
2023-10,Personal Care,Deodorant,116,INV53867
2023-09,Produce,Spinach,97,INV71960
2024-06,Dairy,Milk,130,INV62097
2023-06,Personal Care,Shampoo,190,INV23118
2023-12,Produce,Bananas,48,INV41953
2024-06,Frozen Foods,Frozen Veggies,18,INV63740
2024-03,Beverages,Mineral Water,190,INV88234
2024-06,Household,Toilet Paper,57,INV41166
2023-07,Dairy,Milk,43,INV76242
2024-03,Snacks,Potato Chips,121,INV21972
2023-07,Beverages,Cola,113,INV30293
2024-02,Frozen Foods,Frozen Pizza,42,INV64385
2023-12,Bakery,Croissant,109,INV91063
2023-07,Dairy,Yogurt,120,INV91412
2023-08,Beverages,Mineral Water,135,INV21517
2023-03,Produce,Bananas,175,INV15942
2023-11,Produce,Carrots,185,INV22396
2023-11,Beverages,Cola,189,INV93412
2023-03,Bakery,Bagel,155,INV61507
2023-01,Produce,Bananas,180,INV20806
2023-10,Dairy,Milk,175,INV56191
2023-03,Frozen Foods,Frozen Pizza,90,INV36603
2024-06,Household,Dish Soap,63,INV25942
2023-01,Produce,Spinach,146,INV58868
2024-05,Produce,Bananas,126,INV17656
2024-03,Produce,Apples,80,INV41638
2023-02,Produce,Bananas,96,INV18741
2023-06,Bakery,Banana Bread,157,INV30255
2024-06,Household,Trash Bags,181,INV11800
2024-02,Bakery,Banana Bread,34,INV97220
2023-12,Beverages,Mineral Water,84,INV42849
2024-02,Produce,Spinach,81,INV50769
2023-01,Beverages,Orange Juice,121,INV99290
2023-02,Bakery,Bagel,150,INV39321
2023-06,Personal Care,Body Lotion,141,INV45687
2023-04,Bakery,Croissant,137,INV97659
2023-10,Produce,Spinach,8,INV87320
2023-03,Household,Trash Bags,3,INV99104
2023-09,Personal Care,Deodorant,149,INV76596
2023-06,Dairy,Cheddar Cheese,172,INV22947
2024-06,Frozen Foods,Frozen Pizza,139,INV75785
2024-02,Personal Care,Deodorant,70,INV97660
2023-11,Bakery,White Bread,98,INV91638
2023-04,Produce,Carrots,78,INV80161
2023-06,Snacks,Trail Mix,35,INV13681
2024-02,Bakery,White Bread,16,INV84481
2024-05,Produce,Carrots,51,INV73689
2023-01,Bakery,Banana Bread,174,INV59868
2024-02,Personal Care,Toothpaste,123,INV17609
2023-08,Produce,Spinach,173,INV78380
2023-06,Beverages,Orange Juice,122,INV70654
2024-04,Dairy,Butter,14,INV43552
2024-02,Bakery,Bagel,129,INV51133
2024-04,Bakery,Croissant,140,INV91392
2024-02,Household,Laundry Detergent,6,INV89477
2024-02,Dairy,Milk,158,INV77058
2023-03,Produce,Apples,86,INV78563
2023-01,Personal Care,Body Lotion,45,INV40631
2023-08,Household,Laundry Detergent,58,INV85714
2023-02,Household,Dish Soap,192,INV89596
2023-04,Beverages,Mineral Water,125,INV57624
2023-08,Household,Trash Bags,122,INV53294
2023-12,Dairy,Cheddar Cheese,171,INV39893
2024-05,Snacks,Granola Bar,178,INV63954
2023-04,Personal Care,Deodorant,135,INV23152
2023-09,Bakery,Banana Bread,21,INV16752
2023-04,Produce,Spinach,178,INV86166
2024-06,Produce,Spinach,159,INV61726
2023-07,Personal Care,Toothpaste,17,INV35695
2024-05,Personal Care,Body Lotion,9,INV37149
2023-01,Produce,Bananas,135,INV31294
2024-04,Snacks,Granola Bar,135,INV30924
2024-02,Dairy,Cheddar Cheese,109,INV32967
2023-01,Personal Care,Toothpaste,82,INV96820
2024-06,Snacks,Trail Mix,53,INV73512
2024-01,Household,Toilet Paper,103,INV88266
2023-12,Produce,Apples,114,INV71615
2023-12,Personal Care,Shampoo,35,INV22956
2024-06,Bakery,Banana Bread,58,INV97343
2023-11,Household,Toilet Paper,28,INV49101
2023-10,Snacks,Granola Bar,25,INV17374
2024-02,Produce,Carrots,130,INV89076
2024-04,Snacks,Potato Chips,185,INV70384
2023-03,Dairy,Butter,41,INV31248
2024-01,Snacks,Granola Bar,103,INV43821
2023-09,Produce,Spinach,62,INV66614
2023-01,Household,Laundry Detergent,34,INV66765
2024-04,Personal Care,Deodorant,196,INV32287
2023-08,Produce,Apples,151,INV73869
2023-02,Snacks,Granola Bar,7,INV62320
2023-09,Snacks,Potato Chips,198,INV65763
2024-03,Bakery,White Bread,37,INV47967
2023-01,Household,Toilet Paper,140,INV24398
2023-03,Snacks,Granola Bar,74,INV37094
2023-12,Produce,Apples,73,INV74838
2023-08,Dairy,Cheddar Cheese,89,INV71376
2024-02,Household,Trash Bags,120,INV70884
2023-01,Personal Care,Toothpaste,200,INV75809
2024-02,Frozen Foods,Ice Cream,136,INV28922
2023-11,Produce,Bananas,90,INV33529
2023-12,Produce,Carrots,190,INV64789
2023-01,Bakery,Banana Bread,76,INV29075
2023-04,Dairy,Butter,49,INV37059
2023-08,Produce,Apples,180,INV63797
2023-07,Beverages,Orange Juice,186,INV19921
2024-01,Personal Care,Shampoo,146,INV67365
2023-10,Snacks,Granola Bar,27,INV93685
2024-03,Beverages,Mineral Water,35,INV41607
2023-08,Personal Care,Deodorant,195,INV51135
2024-04,Household,Laundry Detergent,56,INV83720
2023-12,Beverages,Cola,132,INV86054
2024-06,Household,Trash Bags,140,INV13546
2023-11,Household,Toilet Paper,102,INV49872
2023-02,Frozen Foods,Frozen Chicken,121,INV35559
2024-04,Produce,Carrots,183,INV88746
2023-05,Beverages,Orange Juice,34,INV19597
2023-09,Snacks,Trail Mix,127,INV95532
2024-02,Frozen Foods,Frozen Pizza,121,INV90190
2023-10,Dairy,Cheddar Cheese,186,INV64475
2023-07,Produce,Spinach,132,INV76088
2023-04,Bakery,Croissant,102,INV59420
2023-09,Dairy,Butter,118,INV32474
2023-08,Frozen Foods,Frozen Chicken,102,INV63437
2023-08,Snacks,Potato Chips,180,INV44677
2023-05,Dairy,Butter,191,INV19290
2024-06,Snacks,Granola Bar,182,INV19983
2023-01,Household,Toilet Paper,119,INV33402
2024-05,Personal Care,Deodorant,11,INV58604
2023-01,Personal Care,Toothpaste,200,INV19972
2023-11,Frozen Foods,Frozen Chicken,109,INV50975
2024-04,Snacks,Trail Mix,166,INV24640
2024-02,Personal Care,Deodorant,1,INV68732
2024-04,Personal Care,Toothpaste,147,INV90822
2023-06,Household,Dish Soap,5,INV82810
2023-09,Produce,Apples,9,INV98579
2023-11,Bakery,Bagel,168,INV88503
2023-10,Household,Trash Bags,195,INV98266
2023-12,Personal Care,Deodorant,135,INV89788
2023-02,Produce,Bananas,98,INV33656
2023-06,Household,Dish Soap,88,INV50837
2023-01,Snacks,Trail Mix,175,INV76062
2023-08,Household,Dish Soap,181,INV41781
2024-03,Produce,Spinach,101,INV94245
2024-03,Snacks,Popcorn,162,INV10090
2023-03,Produce,Apples,92,INV64159
2023-09,Beverages,Cola,38,INV82140
2023-11,Beverages,Orange Juice,177,INV75379
2023-08,Frozen Foods,Frozen Veggies,194,INV25471
2024-02,Snacks,Granola Bar,30,INV14010
2024-01,Snacks,Granola Bar,156,INV41395
2023-02,Household,Toilet Paper,180,INV75742
2024-02,Beverages,Mineral Water,117,INV92377
2023-03,Frozen Foods,Frozen Pizza,34,INV10999
2024-02,Household,Laundry Detergent,77,INV54246
2024-04,Dairy,Milk,76,INV93331
2023-01,Dairy,Butter,101,INV79355
2023-07,Produce,Apples,29,INV52107
2024-04,Snacks,Popcorn,27,INV86095
2023-05,Personal Care,Shampoo,53,INV53273
2024-01,Dairy,Cheddar Cheese,132,INV56557
2023-04,Personal Care,Deodorant,137,INV28689
2023-01,Snacks,Granola Bar,173,INV55381
2024-05,Snacks,Trail Mix,146,INV17056
2023-02,Household,Trash Bags,32,INV51186
2023-09,Snacks,Granola Bar,145,INV61508
2024-05,Dairy,Yogurt,36,INV23330
2023-07,Beverages,Cola,144,INV41510
2023-01,Frozen Foods,Frozen Veggies,36,INV48372
2023-05,Produce,Apples,125,INV51058
2023-01,Bakery,Croissant,58,INV89965
2023-04,Produce,Carrots,88,INV33394
2024-05,Produce,Carrots,83,INV96146
2023-08,Household,Trash Bags,151,INV48439
2023-11,Household,Dish Soap,140,INV89459
2024-03,Frozen Foods,Ice Cream,16,INV74931
2024-04,Beverages,Mineral Water,157,INV69033
2023-04,Frozen Foods,Ice Cream,13,INV23948
2023-01,Dairy,Cheddar Cheese,199,INV42627
2023-10,Personal Care,Toothpaste,195,INV29348
2023-03,Personal Care,Toothpaste,148,INV13665
2024-02,Personal Care,Body Lotion,153,INV54090
2023-04,Personal Care,Deodorant,26,INV16891
2024-03,Snacks,Potato Chips,58,INV25052
2023-10,Produce,Apples,91,INV74774
2023-11,Beverages,Cola,3,INV19234
2023-06,Produce,Spinach,195,INV76406
2023-09,Dairy,Butter,29,INV13011
2023-01,Dairy,Butter,112,INV65721
2024-04,Frozen Foods,Frozen Pizza,120,INV72103
2023-04,Snacks,Granola Bar,193,INV78614
2023-06,Produce,Spinach,152,INV73516
2024-01,Produce,Apples,47,INV27769
2023-01,Bakery,Croissant,64,INV12132
2023-05,Beverages,Cola,115,INV44040
2023-03,Beverages,Orange Juice,149,INV55315
2023-11,Dairy,Butter,42,INV64665
2024-05,Dairy,Yogurt,164,INV68764
2023-01,Personal Care,Body Lotion,123,INV76950
2024-04,Snacks,Granola Bar,11,INV35389
2024-02,Produce,Bananas,5,INV94767
2023-10,Bakery,Croissant,60,INV15533
2024-05,Beverages,Mineral Water,160,INV18669
2023-11,Household,Laundry Detergent,95,INV24378
2023-07,Produce,Spinach,99,INV55956
2023-12,Snacks,Granola Bar,39,INV81224
2023-11,Household,Dish Soap,185,INV63296
2024-06,Household,Trash Bags,166,INV22816
2024-05,Dairy,Yogurt,179,INV44674
2023-10,Produce,Spinach,43,INV69391
2024-06,Frozen Foods,Ice Cream,155,INV29873
2023-07,Snacks,Potato Chips,178,INV69499
2023-10,Dairy,Yogurt,57,INV11469
2023-10,Dairy,Yogurt,135,INV62123
2023-02,Produce,Spinach,106,INV52156
2024-05,Personal Care,Toothpaste,12,INV77252
2023-11,Dairy,Yogurt,32,INV16655
2023-01,Personal Care,Toothpaste,50,INV91646
2023-01,Frozen Foods,Frozen Pizza,197,INV89893
2023-09,Frozen Foods,Ice Cream,173,INV60274
2023-07,Snacks,Trail Mix,124,INV98133
2023-05,Bakery,Banana Bread,36,INV21089
2023-11,Frozen Foods,Frozen Chicken,41,INV58395
2024-05,Personal Care,Toothpaste,135,INV55535
2023-05,Bakery,Banana Bread,13,INV68397
2024-06,Dairy,Cheddar Cheese,89,INV64407
2023-05,Household,Dish Soap,5,INV71540
2023-05,Household,Dish Soap,183,INV15407
2024-01,Dairy,Cheddar Cheese,5,INV91796
2023-09,Personal Care,Toothpaste,196,INV91823
2024-06,Dairy,Yogurt,196,INV84155
2024-03,Dairy,Yogurt,144,INV96902
2023-08,Bakery,White Bread,172,INV23735
2024-04,Produce,Apples,106,INV45939
2024-06,Household,Toilet Paper,27,INV29761
2023-09,Frozen Foods,Frozen Pizza,41,INV75737
2024-02,Snacks,Trail Mix,20,INV48618
2023-01,Personal Care,Toothpaste,21,INV85697
2023-07,Dairy,Cheddar Cheese,77,INV94551
2023-05,Bakery,Croissant,164,INV38416
2023-10,Household,Toilet Paper,176,INV29911
2024-04,Snacks,Granola Bar,71,INV60611
2023-05,Dairy,Cheddar Cheese,48,INV11510
2023-10,Snacks,Granola Bar,149,INV50013
2024-01,Household,Dish Soap,65,INV60863
2024-04,Dairy,Milk,94,INV67545
2024-04,Dairy,Butter,95,INV34222
2024-04,Snacks,Trail Mix,119,INV23414
2023-12,Dairy,Milk,47,INV27771
2024-06,Snacks,Granola Bar,131,INV52105
2023-06,Personal Care,Body Lotion,135,INV51069
2024-02,Beverages,Mineral Water,188,INV67524
2023-02,Bakery,White Bread,18,INV26130
2023-06,Dairy,Butter,12,INV52058
2023-02,Personal Care,Toothpaste,189,INV83457
2023-06,Bakery,Banana Bread,133,INV21788
2023-12,Produce,Spinach,188,INV37357
2023-12,Household,Dish Soap,101,INV77836
2024-04,Beverages,Mineral Water,78,INV35305
2023-10,Frozen Foods,Frozen Veggies,169,INV26919
2023-09,Bakery,Bagel,98,INV97757
2024-01,Produce,Carrots,121,INV22564
2023-11,Bakery,Banana Bread,196,INV29512
2024-03,Dairy,Cheddar Cheese,114,INV31949
2023-04,Bakery,Banana Bread,27,INV73972
2023-08,Snacks,Popcorn,4,INV58887
2024-04,Bakery,Bagel,49,INV64115
2024-06,Beverages,Cola,7,INV36742
2023-01,Produce,Spinach,153,INV24875
2023-12,Beverages,Mineral Water,66,INV16179
2024-01,Frozen Foods,Frozen Chicken,72,INV65420
2024-02,Frozen Foods,Frozen Veggies,72,INV58724
2023-04,Household,Trash Bags,134,INV39360
2024-05,Household,Laundry Detergent,66,INV56576
2023-11,Bakery,Croissant,40,INV73990
2023-04,Household,Dish Soap,121,INV60286
2023-01,Dairy,Yogurt,117,INV34549
2023-06,Produce,Bananas,103,INV21211
2024-02,Bakery,Bagel,168,INV65542
2024-05,Frozen Foods,Frozen Chicken,198,INV48544
2024-06,Household,Toilet Paper,123,INV52789
2023-02,Snacks,Granola Bar,118,INV59923
2023-10,Beverages,Mineral Water,195,INV63753
2023-08,Dairy,Yogurt,131,INV43456
2023-04,Produce,Bananas,23,INV34632
2023-03,Household,Dish Soap,61,INV79889
2023-10,Snacks,Potato Chips,1,INV83982
2023-06,Personal Care,Deodorant,160,INV28136
2023-11,Dairy,Yogurt,75,INV31098
2023-05,Personal Care,Deodorant,107,INV65748
2023-05,Produce,Bananas,71,INV86042
2023-05,Frozen Foods,Frozen Chicken,112,INV46329
2023-06,Produce,Bananas,88,INV17432
2023-05,Bakery,Bagel,194,INV61441
2023-08,Produce,Carrots,140,INV39512
2023-09,Snacks,Granola Bar,5,INV46310
2023-08,Household,Dish Soap,35,INV39508
2023-04,Beverages,Cola,30,INV72971
2024-03,Household,Toilet Paper,66,INV69238
2023-11,Beverages,Cola,54,INV95230
2023-12,Personal Care,Shampoo,76,INV95378
2023-06,Dairy,Cheddar Cheese,113,INV11155
2024-06,Frozen Foods,Frozen Pizza,11,INV83199
2023-09,Produce,Spinach,198,INV68832
2023-09,Dairy,Milk,21,INV43280
2023-10,Household,Toilet Paper,194,INV72529
2023-10,Produce,Carrots,15,INV74101
2023-09,Snacks,Popcorn,13,INV68695
2024-06,Frozen Foods,Frozen Pizza,91,INV11032
2023-03,Bakery,Croissant,2,INV47306
2024-03,Beverages,Mineral Water,29,INV94554
2023-03,Produce,Carrots,127,INV76993
2023-11,Beverages,Mineral Water,97,INV92873
2023-12,Household,Toilet Paper,119,INV55550
2023-07,Frozen Foods,Frozen Pizza,59,INV44120
2023-10,Snacks,Trail Mix,32,INV30486
2023-09,Beverages,Orange Juice,90,INV53548
2024-05,Personal Care,Body Lotion,140,INV21180
2024-01,Household,Dish Soap,192,INV97098
2023-04,Frozen Foods,Ice Cream,191,INV81711
2023-12,Personal Care,Shampoo,23,INV97941
2023-08,Bakery,Croissant,57,INV34782
2024-06,Personal Care,Toothpaste,117,INV50642
2023-04,Household,Toilet Paper,186,INV71449
2023-01,Snacks,Popcorn,87,INV43999
2024-01,Household,Toilet Paper,18,INV29203
2023-11,Frozen Foods,Ice Cream,128,INV81299
2023-01,Household,Laundry Detergent,96,INV24876
2023-06,Bakery,Croissant,103,INV97561
2023-09,Household,Trash Bags,108,INV58088
2023-04,Household,Dish Soap,114,INV81902
2024-01,Household,Dish Soap,98,INV30884
2024-01,Personal Care,Body Lotion,55,INV20144
2023-06,Personal Care,Toothpaste,44,INV10911
2024-06,Snacks,Popcorn,163,INV27500
2023-12,Dairy,Cheddar Cheese,177,INV84583
2023-08,Bakery,Croissant,135,INV33740
2023-12,Bakery,White Bread,113,INV14091
2023-03,Beverages,Mineral Water,165,INV72481
2023-09,Beverages,Mineral Water,177,INV64209
2024-04,Personal Care,Shampoo,181,INV30393
2024-02,Personal Care,Body Lotion,60,INV92096
2024-03,Beverages,Cola,34,INV18797
2023-11,Snacks,Popcorn,2,INV93283
2024-06,Snacks,Trail Mix,80,INV93165
2023-07,Snacks,Potato Chips,169,INV84143
2023-07,Produce,Carrots,79,INV44310
2023-02,Household,Dish Soap,137,INV62216
2023-11,Dairy,Cheddar Cheese,118,INV22920
2024-04,Bakery,White Bread,144,INV62037
2024-02,Snacks,Potato Chips,143,INV49811
2023-04,Snacks,Potato Chips,145,INV52815
2024-05,Beverages,Cola,161,INV72571
2024-04,Dairy,Cheddar Cheese,3,INV30336
2023-04,Personal Care,Toothpaste,195,INV82547
2023-05,Household,Toilet Paper,76,INV87217
2023-04,Dairy,Milk,77,INV83953
2023-03,Bakery,Croissant,163,INV89072
2023-07,Dairy,Yogurt,38,INV30216
2023-12,Personal Care,Body Lotion,197,INV29924
2023-03,Frozen Foods,Frozen Veggies,195,INV59442
2023-06,Dairy,Milk,146,INV48945
2024-06,Household,Toilet Paper,89,INV90679
2024-04,Snacks,Potato Chips,124,INV16266
2024-05,Produce,Apples,35,INV43432
2024-05,Snacks,Granola Bar,177,INV38092
2023-11,Bakery,Banana Bread,124,INV22676
2023-01,Bakery,White Bread,62,INV88527
2023-01,Produce,Bananas,50,INV88240
2023-03,Personal Care,Deodorant,15,INV19182
2024-02,Beverages,Cola,91,INV16156
2024-01,Household,Dish Soap,68,INV66502
2023-05,Bakery,Bagel,10,INV68779
2024-01,Beverages,Cola,72,INV20459
2023-03,Produce,Bananas,193,INV82336
2024-02,Dairy,Butter,24,INV61623
2023-10,Beverages,Orange Juice,48,INV77336
2023-02,Bakery,Bagel,188,INV25040
2023-12,Frozen Foods,Frozen Pizza,154,INV99708
2023-08,Household,Toilet Paper,133,INV75166
2024-04,Beverages,Orange Juice,10,INV69342
2024-04,Frozen Foods,Frozen Pizza,164,INV57802
2023-08,Beverages,Cola,149,INV57840
2023-08,Bakery,Bagel,91,INV11563
2023-09,Dairy,Cheddar Cheese,188,INV33436
2024-05,Produce,Carrots,103,INV76184
2023-12,Beverages,Green Tea,196,INV92295
2023-08,Dairy,Milk,27,INV10981
2023-09,Bakery,Banana Bread,90,INV11679
2023-02,Bakery,White Bread,152,INV76955
2023-06,Produce,Bananas,192,INV66078
2023-03,Frozen Foods,Ice Cream,108,INV80432
2023-01,Produce,Carrots,141,INV66566
2023-09,Household,Trash Bags,198,INV69388
2024-05,Beverages,Orange Juice,163,INV42626
2024-04,Personal Care,Body Lotion,188,INV89452
2024-03,Bakery,Banana Bread,141,INV78965
2023-09,Personal Care,Deodorant,159,INV15984
2024-01,Frozen Foods,Frozen Pizza,134,INV38877
2023-12,Frozen Foods,Frozen Chicken,181,INV65915
2023-08,Dairy,Cheddar Cheese,57,INV59139
2024-05,Beverages,Orange Juice,177,INV13768
2023-04,Snacks,Trail Mix,44,INV37778
2024-06,Frozen Foods,Frozen Chicken,33,INV25355
2024-03,Household,Dish Soap,5,INV27031
2024-02,Personal Care,Shampoo,189,INV20868
2023-05,Dairy,Yogurt,97,INV91953
2024-06,Household,Trash Bags,19,INV76909
2023-10,Personal Care,Deodorant,186,INV87316
2023-10,Snacks,Potato Chips,94,INV11649
2023-09,Produce,Apples,75,INV51701
2023-05,Produce,Spinach,43,INV86726
2023-07,Household,Toilet Paper,44,INV18702
2023-02,Personal Care,Shampoo,66,INV11354
2023-11,Frozen Foods,Frozen Chicken,175,INV22754
2023-08,Personal Care,Shampoo,82,INV40793
2024-04,Beverages,Green Tea,163,INV40320
2023-03,Dairy,Yogurt,190,INV82142
2023-02,Household,Dish Soap,75,INV45471
2024-04,Frozen Foods,Frozen Pizza,99,INV61590
2023-01,Produce,Bananas,36,INV56556
2024-04,Snacks,Popcorn,120,INV69765
2023-04,Bakery,Banana Bread,195,INV12100
2023-11,Beverages,Cola,87,INV83953
2023-09,Personal Care,Deodorant,119,INV92922
2023-09,Household,Dish Soap,144,INV86444
2023-05,Beverages,Mineral Water,102,INV90769
2023-11,Frozen Foods,Frozen Chicken,131,INV53492
2023-05,Personal Care,Toothpaste,42,INV79423
2024-06,Household,Dish Soap,9,INV93945
2023-01,Personal Care,Body Lotion,22,INV61668
2023-02,Beverages,Mineral Water,138,INV64015
2023-07,Bakery,Bagel,42,INV53484
2023-07,Frozen Foods,Ice Cream,44,INV59697
2024-05,Snacks,Granola Bar,8,INV85104
2023-12,Household,Toilet Paper,179,INV22987
2023-11,Personal Care,Toothpaste,151,INV71799
2023-11,Household,Dish Soap,61,INV28860
2023-08,Household,Trash Bags,13,INV93553
2023-07,Dairy,Milk,65,INV42904
2023-05,Produce,Apples,124,INV57209
2024-01,Bakery,Banana Bread,164,INV18967
2023-09,Produce,Bananas,5,INV55924
2024-05,Dairy,Yogurt,69,INV31577
2024-03,Bakery,White Bread,149,INV36749
2023-10,Snacks,Granola Bar,152,INV39098
2023-01,Frozen Foods,Frozen Chicken,86,INV81330
2024-06,Personal Care,Body Lotion,85,INV94788
2023-03,Bakery,Bagel,185,INV91444
2023-03,Bakery,Croissant,16,INV83880
2023-05,Personal Care,Shampoo,177,INV28462
2024-01,Personal Care,Toothpaste,140,INV91468
2023-02,Produce,Carrots,54,INV96189
2024-03,Produce,Bananas,110,INV52707
2024-06,Snacks,Popcorn,185,INV67521
2023-05,Dairy,Cheddar Cheese,45,INV42781
2023-03,Frozen Foods,Ice Cream,125,INV82111
2023-07,Bakery,Bagel,59,INV85645
2023-07,Personal Care,Toothpaste,4,INV94042
2023-03,Household,Toilet Paper,178,INV65800
2024-06,Produce,Carrots,138,INV55386
2023-07,Snacks,Trail Mix,81,INV41600
2024-06,Snacks,Granola Bar,141,INV24629
2023-04,Beverages,Orange Juice,192,INV45135
2023-07,Dairy,Cheddar Cheese,159,INV94591
2024-05,Dairy,Cheddar Cheese,32,INV59347
2023-01,Frozen Foods,Frozen Pizza,69,INV51494
2024-04,Dairy,Cheddar Cheese,186,INV64486
2023-06,Frozen Foods,Frozen Pizza,100,INV72293
2023-03,Bakery,Croissant,117,INV89157
2023-07,Produce,Carrots,166,INV89446
2023-08,Beverages,Cola,175,INV90250
2023-03,Snacks,Popcorn,88,INV40508
2023-11,Snacks,Granola Bar,139,INV80631
2024-06,Produce,Carrots,104,INV29714
2024-01,Household,Laundry Detergent,82,INV71727
2023-09,Produce,Apples,106,INV46358
2023-04,Dairy,Cheddar Cheese,130,INV72046
2023-04,Produce,Spinach,86,INV13266
2024-04,Produce,Carrots,31,INV14863
2023-11,Beverages,Green Tea,74,INV35131
2023-11,Produce,Bananas,17,INV94377
2024-05,Produce,Apples,71,INV41163
2023-07,Personal Care,Toothpaste,62,INV10408
2024-03,Dairy,Cheddar Cheese,179,INV47137
2024-04,Snacks,Trail Mix,191,INV57065
2023-07,Dairy,Yogurt,51,INV51092
2023-07,Bakery,White Bread,177,INV53884
2023-08,Snacks,Popcorn,139,INV63500
2024-03,Snacks,Trail Mix,135,INV72829
2024-05,Frozen Foods,Frozen Chicken,23,INV28134
2023-08,Beverages,Orange Juice,156,INV27704
2024-02,Dairy,Milk,62,INV26012
2023-05,Produce,Spinach,107,INV50505
2023-11,Dairy,Milk,52,INV78568
2023-09,Produce,Apples,196,INV99088
2024-06,Dairy,Cheddar Cheese,81,INV46630
2024-02,Bakery,Banana Bread,93,INV59327
